"","game_str","play_id","valid_steal","first_baserunner.x","second_baserunner.x","diagonalpitch_time","diagonalexchange_time","diagonalpop_time","sb_entry_time","sb_entry_x","eb_entry_y","tb_entry_time","tb_entry_x","tb_entry_y"
"149","1884_060_Vis1AS_Home1A",17,0,2560,NA,0.55,0.7,1.95,455275,7.1586,119.4177,NA,NA,NA
"150","1884_060_Vis1AS_Home1A",46,0,9473,9728,0.45,0.75,1.9,NA,NA,NA,NA,NA,NA
"151","1884_060_Vis1AS_Home1A",98,1,892,NA,0.5,0.7,2,3669658,6.4857,120.0105,NA,NA,NA
"152","1884_060_Vis2AL_Home2A",151,0,615,NA,0.55,0.8,2.05,4615983,6.5733,120.3516,NA,NA,NA
"153","1884_062_Vis2AM_Home2A",54,NA,NA,NA,0.5,0.7,2,NA,NA,NA,NA,NA,NA
"154","1884_063_Vis2AM_Home2A",154,0,471,NA,0.462,0.66,1.848,5187813,6.7233,118.9671,NA,NA,NA
"155","1884_063_Vis3AM_Home3A",60,1,NA,651,0.5,0.7,1.55,NA,NA,NA,2174081,-56.4813,72.1383
"156","1884_063_Vis3AM_Home3A",146,1,4983,NA,0.45,0.65,1.95,4763931,7.8132,120.9462,NA,NA,NA
"157","1884_064_Vis3AM_Home3A",48,1,3684,NA,0.5,0.55,1.8,1171574,7.5837,120.5109,NA,NA,NA
"158","1884_065_Vis1AT_Home1A",21,1,626,NA,0.55,0.75,2,551968,7.0107,119.8797,NA,NA,NA
"159","1884_066_Vis1AT_Home1A",97,0,5419,NA,0.55,0.6,1.85,3474777,7.6536,121.6845,NA,NA,NA
"160","1884_066_Vis1AT_Home1A",118,1,7735,NA,0.55,0.6,1.9,4388677,7.8477,120.2811,NA,NA,NA
"161","1884_067_Vis1AT_Home1A",72,1,NA,753,0.45,0.8,1.7,NA,NA,NA,2634577,-55.2114,69.3351
"162","1884_067_Vis1AT_Home1A",154,0,423,NA,0.45,0.7,2,5311127,6.8433,120.3993,NA,NA,NA
"163","1884_067_Vis1AT_Home1A",192,1,753,NA,0.5,0.7,1.85,6694677,6.6864,120.3156,NA,NA,NA
"164","1884_067_Vis1AT_Home1A",228,0,877,NA,0.5,0.75,2.05,8127277,7.2669,119.9127,NA,NA,NA
"165","1884_068_Vis4AU_Home4A",16,1,9004,NA,0.5,0.7,2.05,NA,NA,NA,NA,NA,NA
"166","1884_068_Vis4AU_Home4A",31,1,561,NA,0.45,0.65,2,1054962,7.7127,120.7821,NA,NA,NA
"167","1884_068_Vis4AU_Home4A",242,1,9004,NA,0.45,0.7,1.9,8593862,8.8212,121.1343,NA,NA,NA
"168","1884_070_Vis4AU_Home4A",153,0,460,NA,0.462,0.792,1.98,4504891,8.3814,120.7119,NA,NA,NA
"169","1884_071_Vis2AN_Home2A",149,1,973,993,0.55,0.75,1.55,5250270,8.1915,120.9573,5249370,-55.5945,71.0841
"170","1884_071_Vis2AN_Home2A",212,0,4358,NA,0.6,0.6,1.8,7490320,7.3332,119.6157,NA,NA,NA
"171","1884_074_Vis1AU_Home1A",50,0,5554,NA,0.45,0.65,1.9,1680454,7.7418,120.3492,NA,NA,NA
"172","1884_075_Vis3AN_Home3A",111,0,NA,544,0.45,0.65,1.95,NA,NA,NA,NA,NA,NA
"173","1884_075_Vis3AN_Home3A",155,1,475,786,0.55,0.65,1.5,4824875,7.5282,121.1337,4824575,-55.7196,70.7274
"174","1884_075_Vis3AN_Home3A",164,1,345,NA,0.5,0.6,1.9,5111025,7.053,120.1605,NA,NA,NA
"175","1884_076_Vis3AN_Home3A",114,0,572,NA,0.5,0.6,1.9,3331994,7.6911,120.327,NA,NA,NA
"176","1884_077_Vis1AU_Home1A",147,0,423,NA,0.495,0.693,1.98,5972606,8.0934,120.627,NA,NA,NA
"177","1884_077_Vis1AU_Home1A",174,1,959,NA,0.561,0.66,2.079,7045903,8.7882,121.0209,NA,NA,NA
"178","1884_077_Vis1AU_Home1A",202,1,626,NA,0.495,0.627,1.947,8118041,7.683,120.3882,NA,NA,NA
"179","1884_077_Vis3AO_Home3A",15,0,5207,NA,0.5,0.7,1.95,316740,7.1343,121.6179,NA,NA,NA
"180","1884_077_Vis3AO_Home3A",71,0,NA,651,0.45,0.75,1.5,NA,NA,NA,2202740,-55.3818,71.1579
"181","1884_077_Vis3AO_Home3A",173,0,5207,NA,0.5,0.5,1.4,NA,NA,NA,NA,NA,NA
"182","1884_078_Vis3AO_Home3A",57,1,345,NA,0.45,0.7,2.05,1596478,7.7172,119.9211,NA,NA,NA
"183","1884_078_Vis3AO_Home3A",63,1,NA,345,0.5,0.55,1.5,NA,NA,NA,1771628,-55.6224,71.2116
"184","1884_078_Vis3AO_Home3A",101,1,786,NA,0.5,0.8,2.1,2943778,6.348,119.6187,NA,NA,NA
"185","1884_078_Vis3AO_Home3A",168,1,9235,5207,0.5,0.6,1.9,NA,NA,NA,NA,NA,NA
"186","1884_079_Vis3AO_Home3A",134,0,7252,8790,0.5,0.55,1.85,NA,NA,NA,NA,NA,NA
"187","1884_079_Vis3AO_Home3A",197,1,7252,NA,0.45,0.55,1.8,5662409,7.6305,121.3926,NA,NA,NA
"188","1884_079_Vis3AO_Home3A",233,1,8790,NA,0.55,0.65,1.9,6772759,7.32,120.8166,NA,NA,NA
"189","1884_079_Vis4AV_Home4A",51,0,7219,NA,0.45,0.75,2,1611166,7.0929,123.0123,NA,NA,NA
"190","1884_080.5_Vis4AV_Home4A",61,1,337,NA,0.45,0.65,1.95,1833241,8.4948,121.4949,NA,NA,NA
"191","1884_080.5_Vis4AV_Home4A",163,0,8254,NA,0.5,0.7,1.9,5253041,8.0448,120.5544,NA,NA,NA
"192","1884_082_Vis2AO_Home2A",69,0,565,NA,0.45,0.8,2.05,1941193,7.3512,120.5277,NA,NA,NA
"193","1884_085_Vis3AP_Home3A",132,1,345,NA,0.5,0.9,2.2,4241459,7.2159,119.7672,NA,NA,NA
"194","1884_086_Vis3AP_Home3A",12,0,2667,NA,0.5,0.55,1.85,342688,7.3539,121.323,NA,NA,NA
"195","1884_086_Vis3AP_Home3A",23,0,6071,NA,0.5,0.5,1.45,NA,NA,NA,NA,NA,NA
"196","1884_086_Vis3AP_Home3A",57,0,NA,4343,0.5,0.65,2.05,NA,NA,NA,NA,NA,NA
"197","1884_086_Vis4AW_Home4A",215,1,337,NA,0.45,0.65,1.85,7229907,8.4774,120.7083,NA,NA,NA
"198","1884_087_Vis3AP_Home3A",70,0,345,NA,0.55,0.6,1.9,2406396,6.6954,119.3397,NA,NA,NA
"199","1884_087_Vis3AP_Home3A",192,1,9957,NA,0.5,0.7,2,6710396,6.7533,120.4656,NA,NA,NA
"200","1884_087_Vis4AW_Home4A",69,0,5425,2778,0.5,0.65,1.75,NA,NA,NA,2192212,-56.1081,71.7723
"201","1884_089_Vis2AP_Home2A",129,0,408,NA,0.45,1.3,2.6,3427297,7.71,120.7929,NA,NA,NA
"202","1884_091_Vis1AV_Home1A",109,0,626,753,0.45,0.75,1.65,NA,NA,NA,3819724,-54.3873,70.377
"203","1884_092.5_Vis2AP_Home2A",163,1,993,NA,0.5,0.65,1.8,4903941,7.4229,120.4332,NA,NA,NA
"204","1884_092_Vis4AX_Home4A",244,0,7758,NA,0.5,0.6,1.8,8573211,7.0653,120.3054,NA,NA,NA
"205","1884_093_Vis1AV_Home1A",58,0,435,NA,0.5,0.55,1.95,1919865,7.1883,119.6247,NA,NA,NA
"206","1884_093_Vis1AV_Home1A",90,0,626,NA,0.55,0.6,1.85,2963565,7.2354,120.6453,NA,NA,NA
"207","1884_093_Vis4AX_Home4A",54,1,868,NA,0.5,0.65,2,1728998,8.2263,120.8199,NA,NA,NA
"208","1884_093_Vis4AX_Home4A",110,0,337,624,0.55,0.7,2.05,NA,NA,NA,NA,NA,NA
"209","1884_094_Vis1AW_Home1A",60,0,2347,6644,0.5,0.65,1.85,NA,NA,NA,NA,NA,NA
"210","1884_094_Vis1AW_Home1A",223,0,626,NA,0.5,0.8,2.05,8185691,7.0851,120.6501,NA,NA,NA
"211","1884_096_Vis1AW_Home1A",166,0,4923,NA,0.495,0.693,1.881,6326542,8.1117,121.518,NA,NA,NA
"212","1884_096_Vis1AW_Home1A",227,1,753,NA,0.462,0.561,1.914,8761230,7.8981,120.0795,NA,NA,NA
"213","1884_099_Vis3AQ_Home3A",205,1,9680,NA,0.6,0.8,2.05,6161641,7.2567,120.2214,NA,NA,NA
"214","1884_099_Vis3AQ_Home3A",244,1,6485,NA,0.45,0.65,1.95,7551941,7.1268,120.9849,NA,NA,NA
"215","1884_100_Vis3AQ_Home3A",126,0,786,NA,0.45,0.7,1.95,3881656,6.0867,119.949,NA,NA,NA
"216","1884_101_Vis3AQ_Home3A",8,1,3844,NA,0.55,2.1,2.7,179125,8.2542,121.0332,NA,NA,NA
"217","1884_102_Vis4AY_Home4A",212,0,NA,6815,0.45,0.65,1.85,NA,NA,NA,NA,NA,NA
"218","1884_103_Vis1AX_Home1A",156,0,2558,6074,0.45,0.65,1.95,NA,NA,NA,NA,NA,NA
"219","1884_104_Vis1AX_Home1A",199,1,8685,NA,0.55,0.8,1.95,8139928,7.7994,120.9708,NA,NA,NA
"220","1884_105_Vis1AX_Home1A",18,1,NA,753,0.6,0.7,1.6,NA,NA,NA,711369,-54.7929,70.9398
"221","1884_105_Vis1AX_Home1A",24,1,963,NA,0.5,0.7,2,868169,7.2378,119.5737,NA,NA,NA
"222","1884_105_Vis1AX_Home1A",121,0,3723,NA,0.55,0.7,1.95,4434419,8.0151,120.4953,NA,NA,NA
"223","1884_105_Vis4AZ_Home4A",14,0,NA,3549,0.45,0.55,1.4,NA,NA,NA,339676,-56.3457,71.7081
"224","1884_105_Vis4AZ_Home4A",37,1,NA,638,0.45,2.5,3.05,NA,NA,NA,1079126,-55.9791,72.2016
"225","1884_105_Vis4AZ_Home4A",183,0,4151,7094,0.5,0.65,1.8,NA,NA,NA,NA,NA,NA
"226","1884_105_Vis4AZ_Home4A",196,1,3549,NA,0.55,0.75,1.9,6535429,7.1091,120.7248,NA,NA,NA
"227","1884_105_Vis4AZ_Home4A",291,0,6203,NA,0.45,0.7,1.9,10039779,8.1783,121.2168,NA,NA,NA
"228","1884_107_Vis1AY_Home1A",71,1,753,NA,0.561,0.627,1.914,2597458,7.0041,120.2685,NA,NA,NA
"229","1884_107_Vis1AY_Home1A",88,1,630,NA,0.495,0.627,2.013,3164662,7.5657,119.7957,NA,NA,NA
"230","1884_107_Vis3AR_Home3A",33,0,5035,NA,0.5,0.6,1.85,NA,NA,NA,NA,NA,NA
"231","1884_107_Vis3AR_Home3A",146,0,4322,NA,0.5,0.6,1.8,4978584,4.3728,125.7276,NA,NA,NA
"232","1884_107_Vis3AR_Home3A",228,1,334,NA,0.45,0.65,1.85,7845334,7.4967,120.6273,NA,NA,NA
"233","1884_107_Vis3AR_Home3A",251,1,702,345,0.5,0.75,1.55,NA,NA,NA,8879184,-56.0121,70.4265
"234","1884_108_Vis1AY_Home1A",55,0,5215,NA,0.5,0.7,1.85,1959703,7.1202,120.4338,NA,NA,NA
"235","1884_108_Vis1AY_Home1A",133,0,NA,435,0.5,1.35,2.75,NA,NA,NA,NA,NA,NA
"236","1884_108_Vis3AR_Home3A",172,0,345,NA,0.5,0.65,1.9,5584527,6.6366,120.4032,NA,NA,NA
"237","1884_108_Vis3AR_Home3A",187,1,547,NA,0.5,1.35,2.05,6244227,6.9645,119.3922,NA,NA,NA
"238","1884_109.5_Vis2AR_Home2A",119,0,513,NA,0.5,0.75,1.95,4163518,8.2905,120.5736,NA,NA,NA
"239","1884_109_Vis1AY_Home1A",75,0,NA,753,0.495,1.881,2.838,NA,NA,NA,2816086,-56.5518,72.2076
"240","1884_109_Vis1AY_Home1A",200,0,NA,2898,0.462,0.99,2.244,NA,NA,NA,NA,NA,NA
"241","1884_109_Vis3AR_Home3A",34,0,702,NA,0.5,1.85,3.2,1150090,7.821,121.3098,NA,NA,NA
"242","1884_109_Vis3AR_Home3A",210,1,572,NA,0.5,1.3,2.55,10588390,7.4121,120.4956,NA,NA,NA
"243","1884_109_Vis3AR_Home3A",291,1,4322,NA,0.5,0.65,2,13636140,4.6008,125.4582,NA,NA,NA
"244","1884_112_Vis1AZ_Home1A",27,1,626,NA,0.55,0.65,1.95,841016,7.4403,120.9924,NA,NA,NA
"245","1884_112_Vis1AZ_Home1A",36,0,959,NA,0.55,0.65,2,NA,NA,NA,NA,NA,NA
"246","1884_112_Vis1AZ_Home1A",51,0,9496,NA,0.45,0.75,2,1740266,7.4637,121.0425,NA,NA,NA
"247","1884_113_Vis1AZ_Home1A",35,0,598,NA,0.462,0.693,2.013,1319536,6.7167,119.5296,NA,NA,NA
"248","1884_114_Vis1AZ_Home1A",278,1,838,NA,0.495,0.693,1.98,10140240,7.5759,120.5739,NA,NA,NA
"249","1884_114_Vis2AS_Home2A",64,1,495,NA,0.5,0.65,2,1704410,3.2868,126.0549,NA,NA,NA
"250","1884_114_Vis2AS_Home2A",139,0,7950,NA,0.45,0.65,1.85,3958560,7.2297,121.0041,NA,NA,NA
"251","1884_114_Vis2AS_Home2A",187,1,798,NA,0.55,1.95,3.15,5652310,7.3233,119.8824,NA,NA,NA
"252","1884_115_Vis2AS_Home2A",137,0,753,NA,0.55,0.75,2,4316966,7.0401,120.6633,NA,NA,NA
"253","1884_117_Vis2AT_Home2A",170,0,537,NA,0.55,2.15,3.25,4904291,7.5666,121.3728,NA,NA,NA
"254","1884_117_Vis3AS_Home3A",58,0,6990,NA,0.45,8.45,8.65,1909807,6.4185,123.4521,NA,NA,NA
"255","1884_117_Vis3AS_Home3A",156,0,5201,NA,0.5,0.65,1.8,4777307,8.136,121.8372,NA,NA,NA
"256","1884_117_Vis4BA_Home4A",21,1,NA,5830,0.45,0.65,1.5,NA,NA,NA,591546,-56.3934,71.5353
"257","1884_118_Vis1BA_Home1A",18,0,7344,4622,0.5,0.65,1.55,NA,NA,NA,497921,-56.0322,71.3775
"258","1884_118_Vis1BA_Home1A",33,1,626,NA,0.55,0.75,2,973571,8.4165,120.5379,NA,NA,NA
"259","1884_118_Vis1BA_Home1A",236,1,7193,NA,0.55,0.9,2.1,8513321,8.7018,120.807,NA,NA,NA
"260","1884_118_Vis3AS_Home3A",69,1,5201,2153,0.45,0.7,1.55,2204137,7.2297,120.5085,2203637,-56.2641,72.3993
"261","1884_118_Vis3AS_Home3A",135,1,5201,NA,0.55,0.7,1.9,4281355,8.2371,120.5661,NA,NA,NA
"262","1884_118_Vis3AS_Home3A",145,0,345,NA,0.5,0.6,1.85,4649705,7.3458,121.2174,NA,NA,NA
"263","1884_118_Vis4BB_Home4A",87,1,502,835,0.45,0.6,1.5,NA,NA,NA,2914149,-58.1997,70.7289
"264","1884_118_Vis4BB_Home4A",248,0,6378,NA,0.5,1.8,3,NA,NA,NA,NA,NA,NA
"265","1884_119_Vis4BB_Home4A",205,1,NA,5014,0.5,2.7,3.25,NA,NA,NA,6877913,-56.1018,71.64
"266","1884_120_Vis2AT_Home2A",94,0,NA,5255,0.462,1.353,2.079,NA,NA,NA,3363576,-56.8692,72.1389
"267","1884_122_Vis2AU_Home2A",44,1,615,513,0.6,0.65,1.5,NA,NA,NA,1319427,-57.0582,71.8356
"268","1884_122_Vis2AU_Home2A",88,NA,NA,NA,0.45,0.7,1.9,NA,NA,NA,NA,NA,NA
"269","1884_122_Vis2AU_Home2A",151,1,6235,NA,0.45,1.1,2.4,4701469,8.3811,120.7116,NA,NA,NA
"270","1884_123_Vis3AT_Home3A",107,1,993,NA,0.55,0.65,1.8,3215357,6.9621,120.6756,NA,NA,NA
"271","1884_123_Vis3AT_Home3A",250,0,786,NA,0.55,0.75,1.8,8561062,6.6105,119.9664,NA,NA,NA
"272","1884_124_Vis3AT_Home3A",72,0,492,NA,0.55,0.6,1.8,2472165,7.6353,120.0726,NA,NA,NA
"273","1884_126_Vis4BC_Home4A",55,0,NA,702,0.5,1.85,2.55,NA,NA,NA,1592426,-58.9662,69.972
"274","1884_128_Vis1BB_Home1A",30,1,8708,NA,0.55,0.65,1.85,1127208,6.975,119.0553,NA,NA,NA
"275","1884_128_Vis3AU_Home3A",70,0,2761,NA,0.55,0.7,1.9,2229664,7.7691,121.6311,NA,NA,NA
"276","1884_129_Vis1BB_Home1A",136,1,423,NA,0.5,0.8,2.05,4508181,6.7125,119.7288,NA,NA,NA
"277","1884_130_Vis1BB_Home1A",41,0,630,NA,0.528,0.627,1.782,1351932,8.0517,120.1647,NA,NA,NA
"278","1884_130_Vis3AU_Home3A",29,0,NA,345,0.45,0.75,1.95,NA,NA,NA,NA,NA,NA
"279","1884_130_Vis3AU_Home3A",79,1,651,NA,0.55,0.75,2.05,2593492,6.8382,120.6591,NA,NA,NA
"280","1884_130_Vis3AU_Home3A",122,0,786,NA,0.45,0.6,1.9,4124734,6.7878,119.6304,NA,NA,NA
"281","1884_130_Vis3AU_Home3A",159,0,2761,NA,0.45,0.65,1.8,5164834,8.1816,121.5873,NA,NA,NA
"282","1884_130_Vis3AU_Home3A",183,1,NA,475,0.45,0.7,1.6,NA,NA,NA,6036784,-56.5983,71.3535
"283","1884_130_Vis3AU_Home3A",242,1,345,651,0.5,0.75,1.6,8200584,7.3224,119.6193,8199884,-55.9509,71.1882
"284","1884_131_Vis1BB_Home1A",7,0,3103,NA,0.561,0.66,1.881,203870,7.7427,120.3174,NA,NA,NA
"285","1884_131_Vis1BB_Home1A",258,0,NA,3140,0.462,0.561,1.815,NA,NA,NA,NA,NA,NA
"286","1884_131_Vis2AV_Home2A",179,1,615,NA,0.5,0.65,1.9,5972957,6.0186,119.9697,NA,NA,NA
"287","1884_132_Vis2AV_Home2A",25,0,495,NA,0.5,0.8,2,826890,7.7202,121.2153,NA,NA,NA
"288","1884_134.5_Vis2AW_Home2A",38,1,615,495,0.55,0.95,2.25,1087427,6.7212,119.8476,1086627,-55.7055,71.6172
"289","1884_134_Vis4BD_Home4A",73,1,3527,NA,0.45,1.35,2.7,2561834,6.7134,119.6508,NA,NA,NA
"290","1884_135_Vis1BC_Home1A",135,0,8250,NA,0.45,0.65,1.9,4785868,7.845,120.2634,NA,NA,NA
"291","1884_135_Vis2AW_Home2A",36,1,615,NA,0.55,0.85,2.05,1059500,6.3705,119.7306,NA,NA,NA
"292","1884_136_Vis1BC_Home1A",69,1,4394,8728,0.45,0.7,1.55,NA,NA,NA,2371340,-56.4987,71.3376
"293","1884_136_Vis1BC_Home1A",86,1,626,838,0.55,0.9,1.8,3086540,7.8579,120.0852,3085640,-55.8105,71.1015
"294","1884_136_Vis1BC_Home1A",167,0,4716,NA,0.5,0.7,1.8,6576982,7.5801,120.243,NA,NA,NA
"295","1884_136_Vis4BD_Home4A",14,0,7014,NA,0.45,0.75,1.6,NA,NA,NA,NA,NA,NA
"296","1884_136_Vis4BD_Home4A",267,1,NA,3019,0.5,2.3,3.3,NA,NA,NA,8769648,-56.1021,71.5773
"297","1884_137_Vis1BC_Home1A",72,0,959,NA,0.561,0.66,1.881,2934882,8.8245,121.1802,NA,NA,NA
"298","1884_138_Vis3AV_Home3A",90,1,786,NA,0.5,0.65,2,2852338,6.8259,119.1648,NA,NA,NA
"299","1884_139_Vis3AV_Home3A",181,1,NA,544,0.5,0.7,1.55,NA,NA,NA,6955232,-55.821,70.9971
"300","1884_142_Vis4BE_Home4A",97,1,9988,NA,0.5,0.65,2,3455659,7.9815,121.2372,NA,NA,NA
"301","1884_143_Vis4BE_Home4A",251,1,861,NA,0.45,0.55,1.8,NA,NA,NA,NA,NA,NA
